,alpha_001,alpha_002,alpha_003,alpha_004,alpha_005,alpha_006,alpha_007,alpha_008,alpha_009,alpha_010,alpha_011,alpha_012,alpha_013,alpha_014,alpha_015,alpha_016,alpha_017,alpha_018,alpha_019,alpha_020,alpha_021,alpha_022,alpha_023,alpha_024,alpha_025,alpha_026,alpha_027,alpha_028,alpha_029,alpha_030,alpha_031,alpha_032,alpha_033,alpha_034,alpha_035,alpha_036,alpha_037,alpha_038,alpha_039,alpha_040,alpha_041,alpha_042,alpha_043,alpha_044,alpha_045,alpha_046,alpha_047,alpha_048,alpha_049,alpha_050,alpha_051,alpha_052,alpha_053,alpha_054,alpha_055,alpha_056,alpha_057,alpha_058,alpha_059,alpha_060,alpha_061,alpha_062,alpha_063,alpha_064,alpha_065,alpha_066,alpha_067,alpha_068,alpha_069,alpha_070,alpha_071,alpha_072,alpha_073,alpha_074,alpha_075,alpha_076,alpha_077,alpha_078,alpha_079,alpha_080,alpha_081,alpha_082,alpha_083,alpha_084,alpha_085,alpha_086,alpha_087,alpha_088,alpha_089,alpha_090,alpha_091,alpha_092,alpha_093,alpha_094,alpha_095,alpha_096,alpha_097,alpha_098,alpha_099,alpha_100,alpha_101,alpha_102,alpha_103,alpha_104,alpha_105,alpha_106,alpha_107,alpha_108,alpha_109,alpha_110,alpha_111,alpha_112,alpha_113,alpha_114,alpha_115,alpha_116,alpha_117,alpha_118,alpha_119,alpha_120,alpha_121,alpha_122,alpha_123,alpha_124,alpha_125,alpha_126,alpha_127,alpha_128,alpha_129,alpha_130,alpha_131,alpha_132,alpha_133,alpha_134,alpha_135,alpha_136,alpha_137,alpha_138,alpha_139,alpha_140,alpha_141,alpha_142,alpha_143,alpha_144,alpha_145,alpha_146,alpha_147,alpha_148,alpha_149,alpha_150,alpha_151,alpha_152,alpha_153,alpha_154,alpha_155,alpha_156,alpha_157,alpha_158,alpha_159,alpha_160,alpha_161,alpha_162,alpha_163,alpha_164,alpha_165,alpha_166,alpha_167,alpha_168,alpha_169,alpha_170,alpha_171,alpha_172,alpha_173,alpha_174,alpha_175,alpha_176,alpha_177,alpha_178,alpha_179,alpha_180,alpha_181,alpha_182,alpha_183,alpha_184,alpha_185,alpha_186,alpha_187,alpha_188,alpha_189,alpha_190,alpha_191
000408.XSHE,-0.413921508,-1.407058824,0.02,1,-0.881134221,-0.14,0.473282998,0.879194631,8.26E-11,0.516666667,1239258.616,0.07590604,0.025743233,-0.11,-0.007525084,-0.518518519,1.136660229,0.990863787,-0.009136213,-0.500417014,0.063047619,-0.001298106,44.00896587,0.229657203,-0.122833333,0.946573601,315.6158572,57.45400355,-56923.74646,,1.864237939,-1.086203935,-0.04608,0.981698799,0.216666667,0.131313131,-0.925811706,0.06,0.056666667,115.6624182,-0.234113712,-0.16151166,-14908669,0.45,0.0645,0.983532411,41.62666878,-0.019479902,0.353159851,0.293680297,0.646840149,7.846666667,58.33333333,0.29,21.01504195,-1,323.5565392,50,1.18,15713286.45,-0.57,-0.146602361,65.50264473,-0.085034014,0.999301481,0.069900741,58.26395367,1.15E-07,0.670967742,47579412,5.195091484,42.93371325,-0.892976589,0.371346801,0.517241379,1.27397179,0.161073826,29.28196147,63.79623869,-24.05476397,6757672.246,44.06598492,-0.04778157,13016456,0.65625,0.03,-1.016464891,0.101569714,0.130689543,-0.050505051,-0.0790301,-0.933333333,1.02,2550980,50042481.6,380.1485073,3688320.048,-1.41,-0.053333333,4111596.909,1,59.31945223,15,0.149132136,-0.296557816,1.1,-0.0055675,-0.896869929,0.926407412,152.742616,-1635182.222,49.68553459,-0.126673378,-0.244787363,0.221354336,0.072180451,0.106201172,151.6806723,0.001819625,0.863309353,-0.201342282,0.001179821,1,0.257089489,0.9,11.86666667,0.913621262,65.30664557,0.4,1.441956522,0.261449342,67243522.77,60,806683.7504,1.013022337,-0.192258484,-1.046728972,,-0.554591781,0.333333333,-0.006849315,-0.041036139,10.39674955,2.29E-10,57.034092,0.002937365,0.07113345,1,0.391283876,134986442.4,0.185670649,0.000219813,11.73354167,-1,551657.7931,-0.177852349,0.745,0.020955574,-3678.986953,0.179640082,0.334166667,0.533790957,0.711409396,2542.712949,,-0.004278192,1.19,-1.973126822,0.011772194,0.193689383,-7.150769886,86.94414061,14.66482812,0.144857767,0.32,0.401083189,75,-28533.26589,0.103917821,-0.458333333,-0.003498282,6,,1.341454139,0.773333333,56.94149258,3.1,-16.73786816,0.120555556,-1.592315081,0.205912843
000413.XSHE,-0.606591168,-1.074358974,0.28,-1,-0.93523757,-0.643333333,0.779043624,0.352348993,1.38E-10,0.2,67618374.48,0.122729306,-0.067870152,0.49,-0.001724138,-0.915824916,0.922917936,1.084775087,0.07814992,7.179487179,0.052428571,0.001725817,67.4148592,0.311086065,-0.798944444,0.504922315,-418.4184401,79.72807891,25284534.3,,10.90801887,-0.840828631,-0.039866667,0.90164806,0.266666667,0.609427609,-5.807268394,-0.56,-0.313333333,222.966667,-0.20735786,-0.11400518,256082928,0.516666667,0.5293,0.896265284,36.08375575,-0.189083153,0.207373272,0.585253456,0.792626728,7.47,66.66666667,0.733333333,34.15559717,1,293.1496906,70,2.01,632445632,-0.75,-0.940826995,85.22469596,-0.603571429,0.926368953,7.948350072,71.095587,9.78E-09,0.826210826,673182695.3,23.26343381,40.25823449,0.371906355,1.346565657,0.586206897,1.022999956,0.281355932,61.17521747,78.74262751,-9.895480762,220408462.6,42.83486068,-0.788395904,2012249794,0.15,1,-0.621307506,0.464953271,0.158483987,-0.824915825,-0.127023411,-0.569023569,0.61,1832813928,702932085.2,318.9321114,95610313.92,-2.17,-0.84,120482394.2,-1,62.72510964,10,0.006216146,0.662610521,1.99,-0.165132083,-0.943459736,1.130209598,267.0658683,-70189872.39,56.57142857,-0.603544031,-0.82602033,0.517709941,0.100172932,0,198.0099502,-0.498843603,1.574074074,-0.271812081,0.006363973,1,0.99755753,3.782222222,6.116666667,0,88.02732746,0.38,0.564473684,0.898264403,1200455871,90,66033270.37,1.081785115,-0.221518275,10.02917647,,-0.237341009,,-0.301369863,-0.654566667,12.16897197,4.55E-11,28.05416801,0.023257023,0.100268065,1,0.616656761,2154152020,0.451782768,0.017631096,5.619583333,-1,-4006282.494,-0.605351171,0.703333333,0.09569378,-1640.921651,0.11552962,0.326666667,1,0.05704698,3737.107786,,-0.014175372,1.37,-1.597663375,0.022151335,0.093873656,-5.08432079,91.8919487,7.966222572,0.239081129,0.35,0.807590503,100,28538516.85,0.146747662,-0.9,-0.003498281,7,,1.082505593,0.023333333,71.84601029,3.51,75.66488664,0.146388889,-1.763081848,0.654105137
000415.XSHE,-0.728104298,-1.20242915,0.39,1,-0.583874208,-0.643333333,0.03417226,0.768456376,7.57E-11,0.16,-23278566.74,0.083310962,-0.009678223,0.16,-0.015184382,-0.734006734,0.930520561,1.035320088,0.034115139,-0.845665962,0.077238095,-0.006169684,67.00552162,0.315303169,-0.216711111,0.607804348,-232.8344088,74.58308586,-648196.0507,,7.507163324,-2.143947863,-0.05304,0.930170576,0.283333333,0.511784512,-2.199246814,-0.08,-0.65,238.9356292,-0.230769231,-0.150924605,212748593,0.716666667,0.312755556,0.935878643,31.35048126,-0.116135296,0.210526316,0.578947368,0.789473684,5.18,75,0.48,27.1774089,1,549.2818804,70,5.29,318545067.7,-0.87,-0.756865312,78.20938354,-0.697278912,0.981520967,1.8826937,68.55081545,1.42E-08,0.915492958,98763693.52,18.39697065,35.81667343,-0.829431438,1.315050505,0.551724138,0.886589857,0.540268456,42.08649131,74.9042474,-38.75358975,75127767.3,38.65614561,-0.825938567,732300853,0.25,-0.08,-0.461501211,0.375366569,0.154505706,-0.734006734,-0.011705686,-0.6,0.18,664415523,217787063.1,724.4974292,33948839.98,-1.31,-0.746666667,46274557.5,1,45.38879309,10,0.022513279,-0.223906922,1.28,-0.035267917,-0.696530002,1.052122529,201.4492754,-11690483.98,63.85542169,-0.325586911,-0.85391043,0.561325465,0.079924812,0.020507813,205.1470588,-0.421058897,5.379310345,-0.687889199,0.007119208,1,0.780359265,7.367111111,4.633333333,0.845665962,70.97836318,0.3,1.879453125,0.516778523,283685048.1,75,22382406.06,1.055636834,-0.166722447,1.377777778,,-0.37325921,,-0.304794521,-0.04032,4.963714155,8.39E-11,54.46817217,0.015440527,0.077599068,-1,0.09787064,355141214.6,0.257866022,0.004979023,4.389270833,-1,450188.2633,-0.441471572,0.73,0.040511727,-1659.21991,0.076251498,0.29,0.595711498,0.419463087,9277.909805,,-0.01287978,1.36,-1.157711046,0.011629813,-0.263565415,-15.29986349,98.40945094,6.347619126,0.164935633,0.28,0.467513521,85,1330137.666,0.136918982,-0.783333333,-0.003498281,6,,1.364642058,0.173333333,72.27745736,2.13,-27.70774928,0.133333333,-1.125069759,0.321894913
000423.XSHE,-0.243474622,-0.894545455,2.5,-1,-0.912870929,-0.643333333,0.246644295,0.157718121,5.00E-08,0.92,-5699923.255,0.621644295,0.051301272,1.43,0.001066098,-0.225589226,0.278846566,1.03117506,0.030232558,3.184991274,0.237857143,0.001847112,58.14511345,1.210931033,-0.998511111,-0.16296056,249.2009204,81.74075743,178327.8844,,3.533188625,-0.781305446,-0.14946,0.965873855,0.173333333,0.006734007,-8.910088248,-1.18,0.66,197.5655487,-0.755852843,-0.218968289,28565764,1.533333333,0.3808,0.964510659,34.32263618,-0.214912512,0.281588448,0.436823105,0.718411552,29.50666667,58.33333333,0.71,135.1214909,1,392.7160628,65,7.84,20211905.72,-0.810169492,-0.559880152,79.14923984,,0.977589852,2.292387543,64.74559476,5.45E-06,0.838483146,116080930.2,8.115315384,37.17464407,0.482274247,1.04040404,0.724137931,0.744412067,0.122033898,63.30181155,72.70320669,-44.23252032,6059261.621,39.52164144,-0.262798635,43706617,0.025,1,-0.959806295,0.167901235,0.435265379,-0.138047138,-0.693913043,-0.868686869,2.3,47506312,123187925.4,362.5092836,3076874.955,-9.05,-0.285,2612377.831,1,46.16483408,5,-0.232247305,-0.710225069,6.8,-0.127700741,-0.514994047,0.968719363,215.7552083,-111181.0771,49.33008526,-0.009927453,-0.221462746,0.552637575,0.289819549,0.048339844,188.2860666,0.523677796,0.261029412,-0.927798283,0.001345449,1,0.240212891,0.573137255,47.19,0,71.87938043,2.08,98.01,0.295302013,262386464,90,524300.0775,1.055392432,0.023450098,8.581685649,,0.075645478,,-0.544520548,-0.065733333,8.718935404,4.72E-11,33.22311065,0.017872813,0.29893648,-1,0.33998452,264217140.3,2.373925323,0.021225678,45.62135417,-1,7390.74993,-0.838926174,0.38,0.015856237,-3482.349744,0.640601839,1.384166667,0.848554152,0.345637584,229.2798853,,-0.002971777,6.13,-0.955848387,0.101947512,-0.707728406,-2.477688724,72.81492851,52.0809772,0.908247974,1.356666667,0.190015092,95,47752.72495,0.085090893,-5599007,-0.003498282,5,,1.018456376,0.666666667,75.97145149,14.24,-36.85757249,0.680277778,-0.73049803,0.81176988
000425.XSHE,-0.89014425,-0.515555556,0.13,-1,-0.987456948,-0.643333333,1.155201342,0.446308725,6.06E-11,0.126666667,-31781721.08,0.076241611,-0.000118062,0.26,0.009546539,-0.828282828,0.899159466,1.065822785,0.06175772,5.778894472,0.056380952,0.003908991,66.21202564,0.238100885,-0.805,0.739431458,-37.95741486,85.59884812,7439095.671,,8.505154639,-1.618187312,-0.12168,0.921615202,0.136666667,0.804713805,-1.181342141,-0.2,-0.126666667,223.8659902,-0.107023411,-0.111933838,273699614,1.183333333,0.395733333,0.931314331,29.29437633,-0.210358138,0.161971831,0.676056338,0.838028169,3.053333333,66.66666667,0.216666667,19.08964982,1,533.8295884,70,0.88,445921904.6,-0.876666667,-0.913033276,86.31507242,-0.887755102,0.958432304,4.337050805,74.04092762,5.30E-09,0.86627907,286437550.4,15.92473612,34.05255599,-0.297658863,1.617474747,0.655172414,0.583775838,0.474576271,85.1538533,81.13946203,-25.34828901,118812855.6,37.14359699,-0.450511945,1177907357,0.075,-0.02,,0.291411043,0.099697171,-0.828282828,-0.058333333,-1,0.23,1112565631,223311158.5,494.6602945,65691957.99,-1.01,-0.693333333,52771351.13,1,49.12738733,10,0.001572278,0.339618088,0.95,-0.414328889,-0.444383837,1.053894199,309.0909091,-23918361.9,65.65656566,-0.529261689,-0.407006766,0.811907478,0.045593985,0.021972656,226.25,0.133529845,11.0952381,,0.006363139,1,0.353304571,13.71936508,4.193333333,0,75.62389146,0.17,0.926490566,0.55704698,454362159.8,85,23503835.49,1.083367551,-0.078399574,0.451282051,,-0.322190028,,-0.404109589,-0.189495833,11.10675859,3.98E-11,28.19808672,0.038799518,0.041940559,1,0.477359165,539802344.5,0.304517393,0.018172416,3.920833333,1,2005506.24,-0.89632107,0.74,0.021377672,-2637.580094,0.046362487,0.158333333,1,0.560402685,21818.52354,,-0.007086339,0.82,-1.06424575,0.009661065,-0.27746317,-3.583929038,78.30883668,5.61090945,0.093479132,0.153333333,0.874265569,95,614456.7971,0.445293837,-0.983333333,-0.003498281,4,,1.515961969,0.783333333,78.58461409,1.72,-38.02344082,0.138333333,-1.284454564,0.972167293
000503.XSHE,-0.189620403,0.559116022,-0.09,-1,-0.707106781,-0.643333333,0.92212528,0.191275168,1.88E-08,0.716666667,3694428.138,0.422684564,0.012914182,1.7,-0.007973734,-0.498316498,0.757072092,1.086823289,0.079887218,7.746835443,0.493571429,-0.001746595,49.21020748,2.065648061,-0.924133333,0.08114004,,87.48374777,2148890.733,,12.01965257,-0.869124978,-0.04992,0.892700501,0.843333333,0.141414141,-7.966793247,-1.4,0.366666667,173.5876112,-0.809364548,-0.527985604,-28797370,1.1,0.702,0.908320606,25.67740941,-0.017635865,0.109489051,0.781021898,0.890510949,25.29666667,58.33333333,0.756666667,93.86529115,-1,711.1055323,70,5.12,64832811.13,-0.908474576,-0.128006706,82.52359513,-0.030612245,0.962719298,3.872437358,68.12733853,1.80E-06,0.807749627,187055046.7,25.25321888,33.62016176,-0.371237458,0.318585859,0.551724138,0.805574885,0.298305085,70.15182438,77.82382911,-18.72133859,22536740.33,37.91137107,-0.242320819,139860794,0.5,-1,-1.041162228,0.39175932,0.988582276,-0.070707071,-0.258333333,-0.855218855,2.58,130417977,221814461.1,698.3994106,9100650.465,-8.07,-0.186666667,9801719.418,1,51.60566828,10,0.222832811,-0.232059549,5.99,-0.037282148,-0.411349925,1.111162805,260.2112676,2632980.823,75.13812155,-0.187857961,0.546022481,0.982607289,0.425744361,0.06262207,219.2063492,0.699693895,1.430693069,-0.916107383,0.004176949,-1,-0.122061084,0.227692308,21.34666667,0.187617261,84.07779443,0.9,5.881764706,0.886821476,371977901,85,9526507.737,1.071486207,-0.194498997,4.230803461,,-0.394254724,0.09556314,-0.061643836,-0.008333333,61.16354624,7.44E-11,40.39219656,0.012834831,0.377980769,-1,1.063992508,592134098,1.21759518,0.020535225,19.3290625,-1,1118354.245,-0.882550336,0.475,0.046992481,-1519.055991,0.607401219,1.206666667,0.850703212,0.855704698,193.8469667,,-0.011918966,6.34,-1.355859749,0.078782678,-0.480930502,-0.646550544,89.62946394,25.55769645,0.591156952,1.365,-0.318073626,95,-52043.05629,0.015107046,-0.883333333,-0.003498281,6,,1.419798658,0.713333333,67.71888727,13.42,-18.45523178,1.061388889,0.316957017,0.859027009
000538.XSHE,-0.418414698,-0.191666667,4.01,-1,-0.939336437,-0.643333333,0.286258389,0.063758389,3.41E-07,0.983333333,7465020.135,0.883333333,-0.112613319,2.47,-0.00078634,-0.643097643,0.667411238,1.028545013,0.027752809,4.656632173,0.560571429,0.003434386,56.22924306,2.252312031,-1.3965,-1.433111094,665.7498028,101.4087072,216856.1938,,4.200204888,-1.623064465,-0.510773333,0.959691011,0.11,0.447811448,6.260473762,0,0.54,197.7071471,-0.923076923,-0.470229834,14249684,,0.318155556,0.965492743,30.95809989,-0.084661522,0.316196794,0.367606412,0.683803206,60.28,58.33333333,0.87,156.6462737,-1,346.7496795,60,99.29,23410097.12,,-0.897780639,76.90425705,,0.976142322,2.444077811,65.11769097,2.93E-05,0.832910475,292778529.8,6.924567121,33.39796853,0.379264214,0.406632997,0.793103448,0.801646105,,116.0928509,70.12301864,-50.504296,5059591.465,35.13193751,-0.392491468,39210886,0.0875,0.02,,0.126867561,0.48244906,-0.491582492,-0.722675585,,4.61,50124626,215084858.1,290.9229696,3249512.731,-19.01,-0.526666667,2453414.892,1,47.45208038,10,-0.098304211,-0.381444081,10.02,-0.186651852,-0.686816,0.952034957,159.6011396,-1653956.615,43.78531073,-0.561491201,-1.264780534,0.938346295,0.389984962,0.053710938,117.344439,-0.06681594,0.109965636,-0.929530201,0.001023191,1,0.50283175,,88.6,0.022466861,61.5965164,3.98,2.500384615,0.901521075,403872753.1,85,348707.4686,1.07698226,-0.030359189,15.53595527,,-0.104686859,,-0.678082192,-0.001546667,10.25573525,4.52E-11,25.04375133,0.032451921,0.335550699,-1,0.532383133,412604175.2,5.95973513,0.012654324,85.92885417,-1,105094.6702,-0.946308725,0.243333333,0.013483146,-3609.827975,1.213676641,2.184166667,0.992452453,0.72147651,79.81103905,,-0.000538504,10.18,-0.976182252,0.070571351,-0.914280259,inf,49.78782291,94.70418698,1.698820973,2.483333333,0.414044356,95,-1046.266457,0.054945055,-4656932,-0.003498282,3,,1.619597315,0.96,46.14724448,27.59,-43.23097868,1.624444444,-0.601941679,0.283390562
000553.XSHE,-0.335269083,-0.840357599,-0.19,-1,-0.798271735,-0.14,0.383187919,0.724832215,1.22E-09,0.486666667,-2344218.836,0.063288591,-0.017153853,0.13,-0.007867133,-0.898989899,0.937238457,1.011403509,0.011274935,0,0.073428571,-0.003076972,52.26038594,0.332298628,-0.725277778,0.864629809,164.079989,81.94723871,0,,3.315412186,-1.564627217,-0.11792,0.967909801,0.093333333,0.673400673,-1.568044936,-0.09,0.163333333,134.708306,-0.277591973,0.015744026,-2193355,0.65,0.299777778,0.968334417,27.71776377,-0.070554205,0.156862745,0.68627451,0.843137255,8.44,58.33333333,0.33,35.38629029,1,287.1318409,55,1.35,22102313.25,-0.84,0.090021452,74.34542294,-0.814285714,0.989592368,1.051709027,65.21552392,2.41E-07,0.802013423,21579798.31,8.233269449,31.5508393,0.284949833,1.421750842,0.586206897,0.817254398,0.17114094,41.1927939,71.93196468,-29.12425958,7153038.874,34.77039006,-0.37883959,27230443,0.30625,-0.09,-1.039709443,0.167004049,0.108327075,-0.417508418,-0.08729097,-1,0.59,25796859,32877051.41,322.3111582,2903963.721,-2.45,-0.456666667,2928883.447,1,48.6900762,10,-0.181025105,0.203155455,1.65,-0.025674833,-0.736779485,0.933256115,192.173913,-1003901.732,59.43396226,-0.100350585,-0.083515886,0.563504166,0.090360902,0.018310547,201.369863,-0.217759764,1.126865672,-0.704053549,0.002596138,1,0.175903126,1.861371158,11.46666667,0,84.66161003,0.43,0.740551181,0.486577181,80103997.88,60,883713.2074,1.066387109,0.171156794,2.311111111,,0.576933013,,-0.869863014,-0.171425347,19.95893673,1.20E-10,14.95572452,0.018678661,0.092138695,-1,0.213894461,82593987.2,0.68260933,0.011523854,11.16489583,-1,-298222.4541,-0.32885906,0.685,0.025151778,-3493.653311,0.184742015,0.3725,0.59669693,0.580536913,1749.96538,,-0.002679954,1.69,-0.974291237,0.015903407,-0.142600561,-4.436842462,54.13633443,14.29720751,0.208415257,0.291666667,0.237010445,70,56666.67483,0.303050986,-7202964,-0.003498282,5,,1.317796421,0.416666667,41.79765162,2.98,-10.03655222,0.135,-1.076885188,0.367080429
000568.XSHE,-0.35796656,0.077357671,0.66,-1,-0.575223742,-0.643333333,0.149630872,0.073825503,7.35E-08,0.936666667,-7708530.986,0.37852349,0.161651958,3.33,0,-0.872053872,0.014170654,1.065486726,0.061461794,3.416682573,0.431904762,0.003702287,64.86424948,2.385594171,-1.355255556,-0.679257051,103.0820031,76.78344875,420482.1726,,5.222612439,-1.702898551,-0.087266667,0.950366064,0.05,0.717171717,-13.91958085,-1.38,0.036666667,334.5641155,-0.882943144,-0.606830342,14805960,1.533333333,0.203,0.951838778,29.56165469,-0.091396827,0.25980755,0.4803849,0.74019245,49.65,66.66666667,0.66,219.5350231,1,389.4369427,70,13.49,31488500.31,-0.915254237,0.748719128,78.42869462,-0.568027211,0.970345761,3.056048694,69.84588494,7.00E-06,0.839449541,180542791.8,12.41830065,32.95978779,-0.16722408,1.58020202,0.862068966,0.766328576,0.818791946,65.10254517,75.91437377,-20.07298602,14741923.78,35.55274212,-0.52559727,149133657,0.025,1,-1.915254237,0.248962656,0.605524195,-0.451178451,-0.57541806,-0.946127946,3.5,199803815,199192009.8,356.3302571,4196997.267,-18.58,-0.203333333,3645922.056,1,42.13860328,10,0.608416583,-0.587626686,10.8,-0.061542963,-0.458650593,1.067582668,229.2913386,704252.8966,58.90909091,-0.545894223,-0.26008666,0.977137341,0.554789474,0.03515625,198.0882353,0.478158835,0.607913669,-0.962842217,0.002412129,1,0.072492059,0.138916968,54.24666667,0.404411765,63.5612929,2.26,0.763714286,0.584061988,739099263.5,85,1671858.747,1.132962891,-0.101709733,1.120366133,,-0.429759437,,-0.715753425,-0.002426667,35.9103721,2.78E-11,14.08143618,0.044747084,0.542129953,-1,0.623674029,667599514,5.69260551,0.028124574,51.570625,-1,94979.52247,-0.94295302,0.27,0.028792913,-2331.852204,0.879096272,2.053333333,0.681825366,0.936241611,69.18889807,,-0.001828122,8.74,-0.820792918,0.131489125,-0.896699112,-0.788543644,79.19524341,60.50563081,1.623764974,2.333333333,0.138855044,95,-49769.89632,0.029008259,-12306738,-0.003498282,3,,1.815771812,0.816666667,79.9881764,21.8,-25.46790367,1.123333333,-0.876386383,0.959695112
000625.XSHE,0.336065044,-0.470046083,-0.45,-1,-0.832050294,-0.643333333,0.610307606,0.627516779,2.59E-10,0.361666667,-72245350.08,0.003568233,0.023932362,0.06,-0.002280502,-0.936026936,0.957699155,1.006872852,0.006825939,-1.677852349,0.028809524,-0.001891058,60.82214112,0.15721166,-0.351,0.904503715,7.825820255,69.23839406,-389521.4765,,2.517251434,-1.063559163,-0.03936,0.975445582,0.053333333,0.538720539,0.11816462,-0.14,-0.65,187.0065186,-0.046822742,-0.001209793,-6682298,0.45,0.098422222,0.973419132,41.71266465,-0.141225974,0.252631579,0.494736842,0.747368421,8.983333333,66.66666667,0.166666667,34.49586583,1,207.9947725,65,2.04,60148791.99,-0.39,0.84653801,66.0661818,-0.746428571,0.988433826,1.170151544,65.06753221,4.78E-08,0.765013055,57758872.07,7.28779942,41.1587652,-0.186622074,1.26003367,0.655172414,0.551285046,,46.62752399,65.89781289,-33.03279917,30736910.72,41.24350931,-0.221843003,249362086,0.13125,1,-0.557384988,0.187837838,-0.001541303,-0.444444444,-0.277480491,-0.34006734,0.9,226007981,80959949.17,244.3079423,9262147.887,-3.11,-0.5,9536442.699,-1,43.07925337,5,-0.206348874,0.371667675,1.39,-0.068922454,-0.656171367,0.880752119,175.1879699,2817157.433,43.19526627,-0.362126419,-0.036071036,0.108313051,0.061804511,0.051361084,248.3091787,-0.602284451,2.724489796,,0.003370454,1,0.029161368,2.155339806,8.8,1.677852349,51.50310226,0.48,0.209893993,0.763866162,279685152.4,25,2102642.73,1.123002253,0.125455192,0.655609756,,0.316273593,,-0.917808219,-0.152083333,7.044142122,7.09E-11,-2.405073242,0.051140282,0.066695804,-1,0.450823559,204296224,0.896134125,0.002880563,8.556354167,1,-1944165.637,-0.468227425,0.816666667,0.023890785,-2791.24035,0.140518184,0.309166667,0.366591117,0.60738255,6504.43736,,-0.002300016,1.21,-0.691582691,0.008080944,-0.017059948,-0.73308976,53.02767591,11.20195335,0.218166514,0.28,-0.522149177,30,52942.94185,0.484540304,-23215480,-0.003498282,4,,1.579149888,0.786666667,46.31986269,3.83,-29.42568551,0.095833333,-0.217631022,-0.135131847
000627.XSHE,-0.897911537,-0.294776119,0.34,-1,-0.848874688,-0.643333333,0.635408277,0.620805369,8.41E-10,0.293333333,-22723479,0.153557047,0.016488589,0.39,-0.022818792,-0.922558923,0.732194611,1.055954089,0.05298913,2.793296089,0.137619048,0.000338131,55.01150619,0.559584748,-0.267322222,0.760431789,-183.3180798,76.49256492,1120832.989,,8.394698085,-2.670659806,-0.14976,0.922554348,0.52,0.851851852,-3.477232796,-0.08,0.006666667,217.1391225,-0.47826087,-0.307586996,39847213,0.916666667,0.156,0.937344316,31.87045381,-0.129256906,0.249322493,0.501355014,0.750677507,7.86,66.66666667,0.456666667,40.77666978,1,553.0058345,60,1.93,88511195.43,-0.576666667,-0.504645736,73.31762442,-0.894557823,0.977581522,2.293259208,69.0139924,9.80E-08,0.844380403,114040561.7,17.68938637,36.6379565,-0.364548495,1.301414141,0.689655172,0.698479875,0.444067797,61.39445043,73.04922655,-31.45214594,34797742.06,39.49930896,-0.720136519,214644507,0.2625,0.09,-0.675060533,0.275563258,0.243378056,-0.673400673,-0.110769231,-0.8,0.54,260241432,164081155.1,570.2847178,19726109.4,-2.34,-0.738333333,21981109.8,-1,48.36268152,10,0.005345767,0.140884874,1.59,-0.031756083,-0.52227788,1.105575306,186.9565217,-1472707.589,57.81818182,-0.401622178,-0.639262384,0.720417558,0.107646617,0.164794922,208.1339713,0.075857378,2.763888889,-0.793700526,0.005361869,-1,0.197795496,2.118431373,7.34,1.208053691,79.32356796,0.58,1.270883721,0.353188674,201936168.3,85,11057201.97,1.082561338,-0.255518044,1.462857143,,-0.559528565,0.051194539,-0.770547945,-0.011946667,12.70653651,2.01E-10,55.45160269,0.023228606,0.097132867,1,0.292184382,294523526.1,0.517483763,0.016181527,6.898854167,-1,1886720.965,-0.769230769,0.653333333,0.032608696,-1715.77736,0.115812584,0.415833333,0.567105151,0.83557047,3696.168125,,-0.006996561,2.17,-1.341787006,0.017928849,-0.00593679,-1.578034793,80.30953751,9.637937941,0.148013802,0.42,0.564691415,95,-484741.4617,0.52093145,-0.916666667,-0.003498281,6,,1.182360179,0.56,67.02510932,3.47,-39.59205234,0.290555556,-1.027779541,0.764077304
